Bolid{tempEngine=101.36639475362807, tirePressure=22.38213502742296, oilPressure=305.11154419830586}
Bolid{tempEngine=91.79994530979387, tirePressure=20.458073868227153, oilPressure=246.89922326048688}
Bolid{tempEngine=91.05435939834037, tirePressure=21.29371543650456, oilPressure=255.93294389767075}
Bolid{tempEngine=90.44583462230673, tirePressure=22.473369335444517, oilPressure=364.6283622328714}
Bolid{tempEngine=99.77129551289664, tirePressure=21.135617138936045, oilPressure=338.89456910736317}
Bolid{tempEngine=93.22714156752504, tirePressure=20.26055022994052, oilPressure=203.3413431253531}
Bolid{tempEngine=96.85491495177949, tirePressure=20.324717294415024, oilPressure=199.31828573929053}
Bolid{tempEngine=101.8725519126283, tirePressure=21.68170779422281, oilPressure=218.91103014713755}
Bolid{tempEngine=97.2106176497278, tirePressure=21.730823626948027, oilPressure=408.328638169462}
Bolid{tempEngine=92.01815746851652, tirePressure=23.773938478376962, oilPressure=291.674803143929}
Bolid{tempEngine=95.78403207443363, tirePressure=20.64552405364726, oilPressure=234.69561615478545}
Bolid{tempEngine=92.00020557527712, tirePressure=21.419257312063927, oilPressure=342.57910505374736}
Bolid{tempEngine=102.38949762256912, tirePressure=22.802787034155195, oilPressure=194.47729501865845}
Bolid{tempEngine=102.50132638142398, tirePressure=22.627262439955548, oilPressure=241.26674029237944}
Bolid{tempEngine=94.71368475759515, tirePressure=19.92028883117152, oilPressure=296.35118874646184}
Bolid{tempEngine=92.99868614595559, tirePressure=20.758335853854494, oilPressure=299.68735860276877}
Bolid{tempEngine=94.71571142921889, tirePressure=21.483190201808657, oilPressure=236.14193010935986}
Bolid{tempEngine=101.2420117661211, tirePressure=19.57877374784436, oilPressure=276.6365246439636}
Bolid{tempEngine=93.05562120081646, tirePressure=23.813325540755844, oilPressure=302.53663806265155}
Bolid{tempEngine=93.74566446543878, tirePressure=22.868115443575327, oilPressure=297.4779512348539}
Bolid{tempEngine=98.81144189374005, tirePressure=21.23494029669782, oilPressure=305.85620339118464}
Bolid{tempEngine=102.42735832844438, tirePressure=21.92951550289579, oilPressure=263.42087940221626}
Bolid{tempEngine=96.87789764101112, tirePressure=21.679416527435997, oilPressure=291.1237213348896}
Bolid{tempEngine=100.39294467313944, tirePressure=19.017716815710557, oilPressure=238.7483175591235}
Bolid{tempEngine=103.79404046374832, tirePressure=19.74572645290488, oilPressure=256.0755154212053}
Bolid{tempEngine=103.43429071893091, tirePressure=21.73686074592793, oilPressure=344.5688014872319}
Bolid{tempEngine=95.4455962228986, tirePressure=23.664927148551413, oilPressure=299.4668887292364}
Bolid{tempEngine=99.21438763443636, tirePressure=20.572206793104407, oilPressure=369.10107264117}
Bolid{tempEngine=100.16002535467331, tirePressure=19.90446874931978, oilPressure=242.2883908977139}
Bolid{tempEngine=92.15531220100468, tirePressure=21.215396300920336, oilPressure=218.41312385391862}
Bolid{tempEngine=102.59369094872088, tirePressure=19.124461193228697, oilPressure=284.81833081995103}
Bolid{tempEngine=103.6717417479532, tirePressure=23.391133459795476, oilPressure=278.50012702829247}
Bolid{tempEngine=100.84293920287622, tirePressure=22.680694579735906, oilPressure=340.7672606473919}
Bolid{tempEngine=97.21277144390176, tirePressure=23.77238511397269, oilPressure=235.78383440229592}
Bolid{tempEngine=93.14233427849246, tirePressure=22.909911645780653, oilPressure=262.82802152504325}
Bolid{tempEngine=101.35152136342447, tirePressure=20.919122112123862, oilPressure=304.5935157387963}
Bolid{tempEngine=98.99810082004464, tirePressure=22.567702333549693, oilPressure=276.42324332133387}
Bolid{tempEngine=94.315325291763, tirePressure=23.23930268875433, oilPressure=399.0985980875215}
Bolid{tempEngine=97.70349522400326, tirePressure=21.28895719692168, oilPressure=334.2675463320768}
Bolid{tempEngine=100.45536395820136, tirePressure=20.85668308632976, oilPressure=340.01816548768295}
Bolid{tempEngine=96.86221625799924, tirePressure=21.059939663330102, oilPressure=307.94526309634335}
Bolid{tempEngine=101.44586653525107, tirePressure=20.193945708945858, oilPressure=306.3553225086229}
Bolid{tempEngine=93.1790675644312, tirePressure=19.9189980647166, oilPressure=391.1918959620617}
Bolid{tempEngine=97.86809830139126, tirePressure=20.616768608325795, oilPressure=364.3755971573354}
Bolid{tempEngine=99.64322956563846, tirePressure=21.413345721183816, oilPressure=305.0885238519506}
Bolid{tempEngine=98.31823423417994, tirePressure=19.819372813350487, oilPressure=229.1594569090601}
Bolid{tempEngine=91.01422110663103, tirePressure=22.440222257336817, oilPressure=264.29716382966933}
Bolid{tempEngine=93.4820535190302, tirePressure=23.808745858743166, oilPressure=227.75986663012856}
Bolid{tempEngine=103.81572151141134, tirePressure=23.684475477785654, oilPressure=282.63058524928226}
Bolid{tempEngine=95.60056561445793, tirePressure=20.516443550748047, oilPressure=349.345672204269}
Bolid{tempEngine=96.84595647614955, tirePressure=19.857937270862482, oilPressure=241.24493625377096}
Bolid{tempEngine=96.42292929785296, tirePressure=23.746340159710755, oilPressure=268.6301533259407}
Bolid{tempEngine=102.42957824394783, tirePressure=22.760047717304253, oilPressure=248.13538448404867}
Bolid{tempEngine=96.77620969302203, tirePressure=21.475979835805738, oilPressure=322.3988746420481}
Bolid{tempEngine=95.57548425705926, tirePressure=22.959498551523797, oilPressure=356.2054948263151}
Bolid{tempEngine=94.10185400278367, tirePressure=20.449729922907704, oilPressure=248.45038128760777}
Bolid{tempEngine=93.08458662643814, tirePressure=23.773123936749304, oilPressure=287.2563809099389}
Bolid{tempEngine=94.19865016461853, tirePressure=20.624581997731966, oilPressure=201.7439187202377}
Bolid{tempEngine=99.09422850399736, tirePressure=22.555109945535644, oilPressure=369.82221182227835}
Bolid{tempEngine=100.61004268329788, tirePressure=19.804362005155646, oilPressure=392.8668060473505}
Bolid{tempEngine=91.08101936498386, tirePressure=23.95544918824657, oilPressure=311.8695988690307}
Bolid{tempEngine=94.89494693178003, tirePressure=21.784888312827896, oilPressure=324.05631655756224}
Bolid{tempEngine=97.90692331345132, tirePressure=20.344469144040747, oilPressure=318.21847162841095}
Bolid{tempEngine=92.87677857942549, tirePressure=22.450188391095555, oilPressure=292.26192146435994}
Bolid{tempEngine=94.92620508905645, tirePressure=22.597555742964666, oilPressure=346.8555817824803}
Bolid{tempEngine=96.98275002871225, tirePressure=21.536576987487134, oilPressure=199.04800059448678}
Bolid{tempEngine=98.7214436578675, tirePressure=21.69267282185977, oilPressure=318.5560543658761}
Bolid{tempEngine=99.22822223128738, tirePressure=20.604903556395723, oilPressure=194.30920581495292}
Bolid{tempEngine=103.85950306340541, tirePressure=21.379049604128003, oilPressure=221.84640142081756}
Bolid{tempEngine=102.1889763860018, tirePressure=22.128664862889384, oilPressure=347.7027381872856}
Bolid{tempEngine=103.71368075400818, tirePressure=20.548994805267967, oilPressure=408.01051137678246}
Bolid{tempEngine=91.51386339709796, tirePressure=23.373402329198093, oilPressure=341.6579907431052}
Bolid{tempEngine=101.35300920168207, tirePressure=20.89107103596299, oilPressure=241.71969269923895}
Bolid{tempEngine=93.89380186745494, tirePressure=21.8766667363383, oilPressure=257.6750050897503}
Bolid{tempEngine=97.62695266789673, tirePressure=21.161095382535446, oilPressure=374.85410595934627}
Bolid{tempEngine=98.80921678436565, tirePressure=20.163053516522893, oilPressure=398.10152505794485}
Bolid{tempEngine=94.65275999781615, tirePressure=20.701239978272042, oilPressure=342.05623267461}
Bolid{tempEngine=91.37165738061184, tirePressure=23.779936356877826, oilPressure=395.5242272208877}
Bolid{tempEngine=100.12910136023434, tirePressure=21.124912132586406, oilPressure=234.6309563870862}
Bolid{tempEngine=97.8576702448553, tirePressure=22.610521892711795, oilPressure=345.52357442509737}
Bolid{tempEngine=96.34511109831101, tirePressure=19.808468760867882, oilPressure=305.18087570956965}
Bolid{tempEngine=97.46146762979001, tirePressure=21.615017238671474, oilPressure=398.63289802161853}
Bolid{tempEngine=98.92660654235034, tirePressure=20.666932226617885, oilPressure=233.17162761950115}
Bolid{tempEngine=102.88117684570261, tirePressure=22.930751955763913, oilPressure=278.580102196235}
Bolid{tempEngine=91.66539361130005, tirePressure=21.80084322446311, oilPressure=359.7787938098555}
Bolid{tempEngine=94.77141776421182, tirePressure=20.500090828830785, oilPressure=382.0527714633941}
Bolid{tempEngine=100.02371825791448, tirePressure=23.88073949481458, oilPressure=325.42592886602233}
Bolid{tempEngine=101.1687991452876, tirePressure=20.822360979373006, oilPressure=324.4523570017143}
Bolid{tempEngine=92.81086968694646, tirePressure=19.464344931744236, oilPressure=299.4197477580401}
Bolid{tempEngine=94.7090834495819, tirePressure=20.883616349549502, oilPressure=277.13743999653616}
Bolid{tempEngine=103.21578049689731, tirePressure=23.933673052901582, oilPressure=332.7928524875422}
Bolid{tempEngine=98.9438843385936, tirePressure=22.00607043764977, oilPressure=211.10650375041703}
Bolid{tempEngine=100.87743547202348, tirePressure=21.993506845893624, oilPressure=331.63267575917575}
Bolid{tempEngine=94.12579915626581, tirePressure=21.08701356425353, oilPressure=342.652688959442}
Bolid{tempEngine=101.41958467360224, tirePressure=21.022133688139462, oilPressure=327.79545866260673}
Bolid{tempEngine=90.41497533199775, tirePressure=19.13393817724669, oilPressure=302.3120847759317}
Bolid{tempEngine=101.20944130507334, tirePressure=19.327165122448783, oilPressure=308.4512318813798}
Bolid{tempEngine=94.17469545694108, tirePressure=23.92675051930401, oilPressure=200.107784413801}
Bolid{tempEngine=91.76977928534511, tirePressure=19.085515727911023, oilPressure=211.58634972672456}
Bolid{tempEngine=103.63233490375684, tirePressure=20.187036969755304, oilPressure=277.2079728981754}
Bolid{tempEngine=100.9344120137028, tirePressure=22.473290951141024, oilPressure=322.59798392666016}
Bolid{tempEngine=91.10487485679778, tirePressure=22.555452406767085, oilPressure=242.32130331879847}
Bolid{tempEngine=92.5490131430531, tirePressure=19.988939763368535, oilPressure=367.8757073123228}
Bolid{tempEngine=97.80127032087395, tirePressure=20.577857699770547, oilPressure=377.459149464275}
Bolid{tempEngine=98.24938486030378, tirePressure=20.996454748426597, oilPressure=349.6907664521775}
Bolid{tempEngine=97.14974738941409, tirePressure=19.49465789488815, oilPressure=201.72440489413827}
Bolid{tempEngine=100.97067954016374, tirePressure=22.05390531741978, oilPressure=204.4490960182609}
Bolid{tempEngine=96.04524070979099, tirePressure=22.99109728190227, oilPressure=347.0214214017013}
Bolid{tempEngine=101.63299691630617, tirePressure=19.119796995324762, oilPressure=229.03926510173807}
Bolid{tempEngine=91.4155968809532, tirePressure=20.88360686400093, oilPressure=402.612517257096}
Bolid{tempEngine=96.59678896697737, tirePressure=23.453679781212195, oilPressure=209.48617502523507}
Bolid{tempEngine=99.26602246889365, tirePressure=23.53262550799827, oilPressure=197.22350895101684}
Bolid{tempEngine=95.57737454808924, tirePressure=20.140450796030365, oilPressure=322.75326673583436}
Bolid{tempEngine=91.73698139394988, tirePressure=20.23895062733125, oilPressure=211.48295451652373}
Bolid{tempEngine=103.74967625717646, tirePressure=20.09668279861068, oilPressure=273.40422240052794}
Bolid{tempEngine=92.7150092873328, tirePressure=19.011307604130113, oilPressure=267.28704691138637}
Bolid{tempEngine=101.66630568713073, tirePressure=20.07317834188282, oilPressure=327.0060439781324}
Bolid{tempEngine=102.83864240160429, tirePressure=22.509533302591223, oilPressure=304.7418393943326}
Bolid{tempEngine=99.66491620837718, tirePressure=22.196322918170658, oilPressure=193.93166941827027}
Bolid{tempEngine=97.16901766817446, tirePressure=23.151991741093013, oilPressure=248.53502596495065}
Bolid{tempEngine=103.87109081431498, tirePressure=20.621558451048106, oilPressure=201.3871317627157}
Bolid{tempEngine=101.82911638333526, tirePressure=19.918402298001077, oilPressure=205.4275777393007}
Bolid{tempEngine=92.79289614750293, tirePressure=23.729378527405427, oilPressure=269.33841582326426}
Bolid{tempEngine=97.04931449772879, tirePressure=21.010961595509748, oilPressure=212.18143664275263}
Bolid{tempEngine=97.89849400438608, tirePressure=23.031416033672336, oilPressure=360.81230956551894}
Bolid{tempEngine=99.25034797438674, tirePressure=20.086956990821193, oilPressure=208.6956858422736}
Bolid{tempEngine=102.60986439923772, tirePressure=23.47369170113993, oilPressure=391.49737782854027}
Bolid{tempEngine=92.08743440769396, tirePressure=21.940656855461324, oilPressure=331.4454465414144}
Bolid{tempEngine=100.74598174507523, tirePressure=23.163478319090224, oilPressure=264.1798400038192}
Bolid{tempEngine=93.09353753942251, tirePressure=22.057941118933368, oilPressure=277.3549187321151}
Bolid{tempEngine=98.57406467542212, tirePressure=19.65211547433167, oilPressure=387.3038544953067}
Bolid{tempEngine=94.0150548391116, tirePressure=19.52377395771926, oilPressure=261.7377937788765}
Bolid{tempEngine=92.62353154877945, tirePressure=20.607747697872338, oilPressure=375.4851682004594}
Bolid{tempEngine=102.42051924735323, tirePressure=22.55169790735072, oilPressure=329.04837241975747}
Bolid{tempEngine=93.6788486153913, tirePressure=21.279698560104165, oilPressure=209.1695458504864}
Bolid{tempEngine=91.73359006265142, tirePressure=20.685267674924948, oilPressure=399.28579568417763}
Bolid{tempEngine=90.0822648954699, tirePressure=20.951445398993403, oilPressure=348.61291763091026}
Bolid{tempEngine=97.47981101862503, tirePressure=20.394732315039786, oilPressure=372.15013036434027}
Bolid{tempEngine=91.73419633590656, tirePressure=21.73113131636791, oilPressure=245.88297260657197}
Bolid{tempEngine=98.1666157927809, tirePressure=19.393506496590845, oilPressure=394.8665232708522}
Bolid{tempEngine=96.91838954832501, tirePressure=21.03821448025882, oilPressure=256.771757575167}
Bolid{tempEngine=92.4623281517954, tirePressure=19.751640408084988, oilPressure=333.3340550241409}
Bolid{tempEngine=92.4019854149184, tirePressure=20.13394401664825, oilPressure=282.8327667823836}
Bolid{tempEngine=102.75084486941661, tirePressure=23.155161361681337, oilPressure=313.43537314182225}
Bolid{tempEngine=91.68088577751213, tirePressure=21.774577517135274, oilPressure=350.3820862759867}
Bolid{tempEngine=103.11860289237761, tirePressure=21.111924017151903, oilPressure=396.7792405904711}
Bolid{tempEngine=97.9283161358562, tirePressure=21.91166914663924, oilPressure=290.5107803470891}
Bolid{tempEngine=99.18985979090904, tirePressure=23.932003956963076, oilPressure=239.89154105060257}
Bolid{tempEngine=98.48535687708231, tirePressure=20.554814963444112, oilPressure=288.5815370356724}
Bolid{tempEngine=96.68206107646274, tirePressure=19.2935654363939, oilPressure=223.45873148183352}
Bolid{tempEngine=93.58889240208494, tirePressure=19.789769496279035, oilPressure=252.5745454645289}
Bolid{tempEngine=102.2281640579914, tirePressure=23.757798695258295, oilPressure=359.93001178175183}
Bolid{tempEngine=103.60359148362022, tirePressure=20.209018518179175, oilPressure=327.1114851773002}
Bolid{tempEngine=90.93655514172102, tirePressure=19.817576846050954, oilPressure=320.85704000626265}
Bolid{tempEngine=93.10509001531459, tirePressure=22.972308461202445, oilPressure=216.23860723271008}
Bolid{tempEngine=94.76715377202089, tirePressure=20.786946785058383, oilPressure=405.28097733421555}
Bolid{tempEngine=101.70267290219451, tirePressure=21.540207316708972, oilPressure=289.6650897136027}
Bolid{tempEngine=101.43626840776547, tirePressure=23.87981555634434, oilPressure=394.24010670661266}
Bolid{tempEngine=101.09888530402239, tirePressure=20.092849210460034, oilPressure=268.31594774763005}
Bolid{tempEngine=92.97077181701995, tirePressure=21.23798661058408, oilPressure=194.77546286440585}
Bolid{tempEngine=91.32427601576555, tirePressure=23.396277612993515, oilPressure=321.8135200838831}
Bolid{tempEngine=99.86853260461837, tirePressure=23.987170569236405, oilPressure=374.3486070260148}
Bolid{tempEngine=96.77787094283181, tirePressure=23.65732432818625, oilPressure=339.0013286933573}
Bolid{tempEngine=96.14728045596917, tirePressure=22.89525016728241, oilPressure=285.2821982620763}
Bolid{tempEngine=97.22408619225192, tirePressure=22.82118771460182, oilPressure=370.38194154054156}
Bolid{tempEngine=90.34501726744506, tirePressure=22.134800986965544, oilPressure=203.1012199195975}
Bolid{tempEngine=102.47712656148744, tirePressure=20.029627700770153, oilPressure=286.4774703611774}
Bolid{tempEngine=98.14476969795321, tirePressure=21.500920690940813, oilPressure=320.63615696520617}
Bolid{tempEngine=101.5330665052822, tirePressure=23.147165011204244, oilPressure=229.6204474315557}
Bolid{tempEngine=100.01417501050794, tirePressure=20.179423313990824, oilPressure=391.5790133137057}
Bolid{tempEngine=95.43276005558016, tirePressure=19.562436186782953, oilPressure=292.6332397130293}
Bolid{tempEngine=93.76167371382026, tirePressure=22.507431059512044, oilPressure=267.2229780552255}
Bolid{tempEngine=96.3566097860399, tirePressure=19.925854070794024, oilPressure=284.70745578567545}
Bolid{tempEngine=99.80775291602765, tirePressure=22.810717975778555, oilPressure=323.2155930152187}
Bolid{tempEngine=99.22248804265168, tirePressure=21.246278244590197, oilPressure=203.60951015823767}
Bolid{tempEngine=97.24975660131169, tirePressure=22.266588494070675, oilPressure=273.89628228601623}
Bolid{tempEngine=95.39438920495017, tirePressure=23.351206275845374, oilPressure=288.03434861150487}
Bolid{tempEngine=102.36658687992464, tirePressure=22.238744014346324, oilPressure=232.73947351507826}
Bolid{tempEngine=96.68166000373287, tirePressure=20.23912349670175, oilPressure=266.53408222730957}
Bolid{tempEngine=96.37568850681308, tirePressure=19.807007421476484, oilPressure=215.38624949939395}
Bolid{tempEngine=93.44303909340981, tirePressure=21.300546431759628, oilPressure=232.34988059389957}
Bolid{tempEngine=101.23583865541046, tirePressure=20.39982162217097, oilPressure=388.0062095409088}
Bolid{tempEngine=98.78868911437075, tirePressure=19.846774607755776, oilPressure=380.67114132264305}
Bolid{tempEngine=98.70851231617175, tirePressure=22.895375137494007, oilPressure=403.3081357518418}
Bolid{tempEngine=94.2355779089994, tirePressure=19.312632602695025, oilPressure=211.19155740104665}
Bolid{tempEngine=92.27723817355343, tirePressure=19.136662484274076, oilPressure=332.4172244713744}
Bolid{tempEngine=96.01188937412574, tirePressure=21.951102185698712, oilPressure=387.2939105773222}
Bolid{tempEngine=90.81396749590148, tirePressure=20.08977284249018, oilPressure=256.29822884599065}
Bolid{tempEngine=102.97579125059639, tirePressure=22.732659640305346, oilPressure=275.0986739290429}
Bolid{tempEngine=96.91583013879682, tirePressure=21.430598558080185, oilPressure=286.15062799521377}
Bolid{tempEngine=103.92027469539576, tirePressure=21.52867006385187, oilPressure=398.8907123584397}
Bolid{tempEngine=99.86281352049116, tirePressure=23.974717877637083, oilPressure=253.69251869501858}
Bolid{tempEngine=100.1425870916039, tirePressure=21.884039179115984, oilPressure=347.88761762210595}
Bolid{tempEngine=91.32113256377988, tirePressure=22.354579590893973, oilPressure=374.9264791955211}
Bolid{tempEngine=91.48391481201585, tirePressure=21.766555488895936, oilPressure=311.8353484161006}
Bolid{tempEngine=94.798966892777, tirePressure=19.717790284963503, oilPressure=221.51979107836814}
Bolid{tempEngine=99.6686310629471, tirePressure=23.47542114088827, oilPressure=227.77516858018038}
Bolid{tempEngine=91.91755173085919, tirePressure=21.97518118678438, oilPressure=261.4946064217627}
Bolid{tempEngine=96.4249940044355, tirePressure=21.365178885049627, oilPressure=352.39187759260597}
Bolid{tempEngine=94.66443534720806, tirePressure=22.5066501775062, oilPressure=325.40601890871153}
Bolid{tempEngine=97.43937064627445, tirePressure=20.518805807503107, oilPressure=342.3589510040873}
Bolid{tempEngine=95.7263044262828, tirePressure=23.960182553325318, oilPressure=339.4678247669553}
Bolid{tempEngine=103.22876648240486, tirePressure=19.919712866734464, oilPressure=270.88181433872427}
Bolid{tempEngine=100.9417043840392, tirePressure=22.312948765249335, oilPressure=347.2809031586894}
Bolid{tempEngine=99.21284559093876, tirePressure=23.820727562343176, oilPressure=392.4067164548967}
Bolid{tempEngine=97.9610330168162, tirePressure=23.14534929704633, oilPressure=331.526606220349}
Bolid{tempEngine=99.98414306291087, tirePressure=20.792150983158074, oilPressure=198.01869850427906}
Bolid{tempEngine=96.8504094055836, tirePressure=19.786081662229687, oilPressure=333.54007107218865}
Bolid{tempEngine=94.52749154165498, tirePressure=20.61337347552559, oilPressure=335.0672283411735}
Bolid{tempEngine=91.03171195985486, tirePressure=22.779868250757463, oilPressure=257.393384727219}
Bolid{tempEngine=102.09669901807206, tirePressure=23.625370781538013, oilPressure=215.8103404350561}
Bolid{tempEngine=91.42378930032376, tirePressure=22.90492695902178, oilPressure=360.54798626398645}
Bolid{tempEngine=102.94442760996483, tirePressure=20.116134998866627, oilPressure=244.49534023932512}
Bolid{tempEngine=90.65637216453035, tirePressure=22.604461535720333, oilPressure=256.31546488391}
Bolid{tempEngine=102.10243385578039, tirePressure=20.6085374017358, oilPressure=252.04334234284872}
Bolid{tempEngine=93.89159584797216, tirePressure=20.309656729631552, oilPressure=406.066602751549}
Bolid{tempEngine=99.06252338043949, tirePressure=21.76047079749609, oilPressure=292.98260580836654}
Bolid{tempEngine=94.13758596737449, tirePressure=22.31951848502719, oilPressure=383.10510360646197}
Bolid{tempEngine=91.30866036223263, tirePressure=21.7799492803024, oilPressure=407.1975857351101}
Bolid{tempEngine=96.40980276453732, tirePressure=23.998407215469, oilPressure=324.3640689638181}
Bolid{tempEngine=95.14883594533252, tirePressure=19.47209472498167, oilPressure=191.5020398817171}
Bolid{tempEngine=97.0305853857015, tirePressure=21.372660432651827, oilPressure=240.0636236950204}
Bolid{tempEngine=94.79895331458641, tirePressure=20.048936183095346, oilPressure=232.690001822108}
Bolid{tempEngine=102.50363254837944, tirePressure=21.305034750638413, oilPressure=223.39511352075363}
Bolid{tempEngine=90.94380510889731, tirePressure=19.784383226743746, oilPressure=407.1118606907644}
Bolid{tempEngine=93.41229596916783, tirePressure=20.335971236121672, oilPressure=220.3634988616582}
Bolid{tempEngine=98.46212867111181, tirePressure=21.232677679400002, oilPressure=208.61757489091917}
Bolid{tempEngine=90.72908413160859, tirePressure=23.77438400474938, oilPressure=261.5515117863104}
Bolid{tempEngine=103.22988738462162, tirePressure=22.655530196652848, oilPressure=307.91783302329486}
Bolid{tempEngine=103.75550617532699, tirePressure=21.45269573340705, oilPressure=392.6782182030464}
Bolid{tempEngine=91.14077158393268, tirePressure=23.236816795333045, oilPressure=269.6586703804113}
Bolid{tempEngine=94.00932680610205, tirePressure=23.720437048122108, oilPressure=218.05602898478304}
Bolid{tempEngine=103.09411434897329, tirePressure=21.679360714209594, oilPressure=246.26760320959352}
Bolid{tempEngine=97.01979787554951, tirePressure=21.211531744135154, oilPressure=205.03419669221685}
Bolid{tempEngine=90.74288458683262, tirePressure=21.56050400661932, oilPressure=302.49987109252123}
Bolid{tempEngine=100.86598988928284, tirePressure=22.89040964969356, oilPressure=272.1172128757586}
Bolid{tempEngine=96.46934889900136, tirePressure=19.915847484057373, oilPressure=393.54262249605654}
Bolid{tempEngine=95.99079785213716, tirePressure=21.053708578822384, oilPressure=349.01243233478226}
Bolid{tempEngine=90.22076555186229, tirePressure=20.577012158929342, oilPressure=285.08227988696905}
Bolid{tempEngine=103.50581882721237, tirePressure=23.822255111266543, oilPressure=378.32457729397254}
Bolid{tempEngine=97.13172624578725, tirePressure=23.533866226752366, oilPressure=397.5496513508764}
Bolid{tempEngine=95.69427768990195, tirePressure=21.530320415894707, oilPressure=340.10661641381523}
Bolid{tempEngine=99.7976879037813, tirePressure=22.594622819064835, oilPressure=262.95009659409106}
Bolid{tempEngine=90.60379207291841, tirePressure=20.739473982353697, oilPressure=231.84296177839602}
Bolid{tempEngine=92.25613963700867, tirePressure=20.44032132416357, oilPressure=277.67939596788426}
Bolid{tempEngine=100.97568759130448, tirePressure=19.3349030134309, oilPressure=300.05441403870816}
Bolid{tempEngine=103.5300714767833, tirePressure=20.08048295472947, oilPressure=280.4591759379982}
Bolid{tempEngine=97.18819129226152, tirePressure=21.533623071615168, oilPressure=317.6133133716369}
Bolid{tempEngine=99.39554787028074, tirePressure=21.682099937951573, oilPressure=225.93719962983076}
Bolid{tempEngine=96.71854681705682, tirePressure=23.118401776543692, oilPressure=231.6507437254481}
Bolid{tempEngine=100.94526668693328, tirePressure=19.77901855178175, oilPressure=306.5098559858214}
Bolid{tempEngine=100.24665073083737, tirePressure=22.684376170183814, oilPressure=367.5909691896825}
Bolid{tempEngine=90.38476022738976, tirePressure=20.389099787766277, oilPressure=383.48638565529086}
Bolid{tempEngine=92.58074293670981, tirePressure=22.929740612716582, oilPressure=338.0225211496873}
Bolid{tempEngine=94.8856083739268, tirePressure=22.686406533932498, oilPressure=338.1182877265644}
Bolid{tempEngine=100.87134522168745, tirePressure=20.282124871439024, oilPressure=351.92369408338857}
Bolid{tempEngine=95.40077242175772, tirePressure=23.716537564533077, oilPressure=253.1190423314054}
Bolid{tempEngine=90.19018546132166, tirePressure=22.562486856920536, oilPressure=333.5830260595718}
Bolid{tempEngine=94.27236463654194, tirePressure=22.453147002113493, oilPressure=195.58765776158523}
Bolid{tempEngine=90.00561398487905, tirePressure=19.846665871501997, oilPressure=355.62387254772193}
Bolid{tempEngine=97.33420270542862, tirePressure=21.68157309115924, oilPressure=374.00155235534805}
Bolid{tempEngine=102.67809889887303, tirePressure=21.87460664983069, oilPressure=409.7725224819568}
Bolid{tempEngine=93.36371393771314, tirePressure=19.999227052446763, oilPressure=317.7135161940105}
Bolid{tempEngine=90.95577859371092, tirePressure=20.801474539360957, oilPressure=358.9455210281251}
Bolid{tempEngine=101.28999073242164, tirePressure=23.62078927854712, oilPressure=223.59310036756023}
Bolid{tempEngine=102.75624387081712, tirePressure=22.74141688312436, oilPressure=237.48753650355}
Bolid{tempEngine=93.21822873267301, tirePressure=19.9632661845468, oilPressure=315.7951643595229}
Bolid{tempEngine=98.36856268626657, tirePressure=21.36600211602861, oilPressure=272.06532703757733}
Bolid{tempEngine=96.44284820006412, tirePressure=20.56489991376825, oilPressure=379.4266968627184}
Bolid{tempEngine=94.09705434097432, tirePressure=22.96211041678121, oilPressure=235.64890839410373}
Bolid{tempEngine=94.70591745691662, tirePressure=21.52548401366147, oilPressure=234.28692976346747}
Bolid{tempEngine=99.69981201890273, tirePressure=22.489420697777863, oilPressure=211.00552550736336}
Bolid{tempEngine=103.18407497686441, tirePressure=21.715902735604864, oilPressure=394.1527443322889}
Bolid{tempEngine=98.56093835741368, tirePressure=19.70112068006302, oilPressure=203.2467285415384}
Bolid{tempEngine=100.3820741245289, tirePressure=19.723112058924492, oilPressure=368.9100065689006}
Bolid{tempEngine=92.0927900698573, tirePressure=22.68296286645683, oilPressure=320.74068124665445}
Bolid{tempEngine=102.25681784522702, tirePressure=19.214145560842592, oilPressure=322.4378249352823}
Bolid{tempEngine=102.51617000849328, tirePressure=22.839541789714048, oilPressure=395.40046639691184}
Bolid{tempEngine=101.63097796701503, tirePressure=21.819254084008044, oilPressure=308.64436911179376}
Bolid{tempEngine=97.94174231184095, tirePressure=21.511323901776098, oilPressure=218.24001571120013}
Bolid{tempEngine=102.07491151280976, tirePressure=19.059534587646986, oilPressure=293.6445255642464}
Bolid{tempEngine=93.01046254293591, tirePressure=22.87451059682417, oilPressure=403.64153149332867}
Bolid{tempEngine=100.89078158432723, tirePressure=23.447332950461867, oilPressure=273.3374341269904}
Bolid{tempEngine=102.58634914713623, tirePressure=23.375664071281847, oilPressure=296.97534582446167}
Bolid{tempEngine=95.23096948715626, tirePressure=23.946619178995398, oilPressure=326.76972519259544}
Bolid{tempEngine=98.87949059652888, tirePressure=22.735906606716124, oilPressure=230.76321829772044}
Bolid{tempEngine=90.48772811253332, tirePressure=21.133143451291524, oilPressure=299.70247135454724}
Bolid{tempEngine=91.56510748253218, tirePressure=20.061569598216508, oilPressure=318.1716762123506}
Bolid{tempEngine=103.32244960098177, tirePressure=20.887545807196013, oilPressure=351.8894765568459}
Bolid{tempEngine=95.01629921388792, tirePressure=23.089919304971136, oilPressure=371.18937021059185}
Bolid{tempEngine=97.63712820414011, tirePressure=21.395164518704593, oilPressure=358.23455698418604}
Bolid{tempEngine=98.65059943839314, tirePressure=20.334899606816123, oilPressure=327.7933101689325}
